"PT";"AFD";"BLOK";"IFTYPE";"IFSUBTYPE";"IFCODE";"IFDESC";"DIMENSI";"NILAI";"SATUAN";"BAIK";"SIAGA";"RUSAK";"WO_NO";"CREATED_DATE";"CREATED_BY";"MODIFIED_DATE";"MODIFIED_BY";"LAT";"LON";"TOPOGRAFI";"JENIS_TANAH";"ACTIVE"
"SA1";"OH";"023";"JL";"JLE";"JLEOH023";"Jalan Utama OH023";"PJG";"348";"MTR";"348";"0";"0";"";"06-JUL-26 11.15.25.000000 AM";"0107042";"06-JUL-26 11.15.25.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"024";"JL";"JLA";"JLAOH024";"Jalan Transport Timur OH024";"PJG";"302";"MTR";"302";"0";"0";"";"06-JUL-26 11.16.07.000000 AM";"0107042";"06-JUL-26 11.16.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"024";"JL";"JLB";"JLBOH024";"Jalan Koleksi Utara OH024";"PJG";"993";"MTR";"993";"0";"0";"WOWIF/SA1/202607/020115";"31-JUL-26 09.19.05.000000 AM";"0107042";"31-JUL-26 09.19.05.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"024";"JL";"JLD";"JLDOH024";"Jalan Koleksi Selatan OH024";"PJG";"978";"MTR";"978";"0";"0";"";"11-NOV-25 09.14.27.000000 AM";"0107042";"11-NOV-25 09.14.27.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"025";"JL";"JLA";"JLAOH025";"Jalan Transport Timur OH025";"PJG";"276";"MTR";"276";"0";"0";"";"02-JUL-24 09.28.23.000000 AM";"0107042";"02-JUL-24 09.28.23.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"025";"JL";"JLB";"JLBOH025";"Jalan Koleksi Utara OH025";"PJG";"1009";"MTR";"1009";"0";"0";"WOWIF/SA1/202607/020078";"20-JUL-26 12.33.02.000000 PM";"0107042";"20-JUL-26 12.33.02.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"025";"JL";"JLD";"JLDOH025";"Jalan Koleksi Selatan OH025";"PJG";"1028";"MTR";"968";"60";"0";"";"17-JAN-25 09.14.42.000000 AM";"0107042";"17-JAN-25 09.14.42.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"09A";"JL";"JLA";"JLAOH09A";"Jalan Transport Timur OH09A";"PJG";"207";"MTR";"207";"0";"0";"";"06-JUL-26 11.16.48.000000 AM";"0107042";"06-JUL-26 11.16.48.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"09A";"JL";"JLB";"JLBOH09A";"Jalan Koleksi Utara OH09A";"PJG";"668";"MTR";"648";"20";"0";"WOWIF/SA1/202608/020023";"10-AUG-26 10.00.30.000000 AM";"0107042";"10-AUG-26 10.00.30.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OH";"OH001";"JL";"JLF";"JLFOH0011";"JLFOH01A";"";"";"";"";"";"";"";"";"";"";"";"";"";"DATAR";"";"N"
"SA1";"OH";"OH01A";"JL";"JLF";"JLFOH01A";"Jalan Koleksi Dalam OH01A";"";"314";"MTR";"314";"0";"0";"WOWIF/SA1/202608/020020";"07-AUG-26 09.12.40.000000 AM";"0107042";"07-AUG-26 09.12.40.000000 AM";"0107042";"0";"0";"DATAR";"";"Y"
"SA1";"OI";"004";"JL";"JLA";"JLAOI004";"Jalan Transport Timur OI004";"PJG";"261";"MTR";"261";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"Y"
"SA1";"OI";"004";"JL";"JLB";"JLBOI004";"Jalan Koleksi Utara OI004";"PJG";"1521";"MTR";"1521";"0";"0";"";"08-JUN-26 08.19.59.000000 AM";"0107042";"08-JUN-26 08.20.53.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"005";"JL";"JLA";"JLAOI005";"Jalan Transport Timur OI005";"PJG";"250";"MTR";"250";"0";"0";"";"06-JUL-26 11.19.26.000000 AM";"0107042";"06-JUL-26 11.19.26.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"005";"JL";"JLB";"JLBOI005";"Jalan Koleksi Utara OI005";"PJG";"1518";"MTR";"1518";"0";"0";"WOWIF/SA1/202608/020002";"03-AUG-26 07.29.43.000000 AM";"0107042";"03-AUG-26 07.29.43.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"006";"JL";"JLA";"JLAOI006";"Jalan Transport Timur OI006";"PJG";"247";"MTR";"247";"0";"0";"";"06-JUL-26 11.19.54.000000 AM";"0107042";"06-JUL-26 11.19.54.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"006";"JL";"JLB";"JLBOI006";"Jalan Koleksi Utara OI006";"PJG";"1526";"MTR";"1526";"0";"0";"WOWIF/SA1/202512/020014";"04-DEC-25 09.35.00.000000 AM";"0107042";"04-DEC-25 09.35.00.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"007";"JL";"JLB";"JLBOI007";"Jalan Koleksi Utara OI007";"PJG";"1531";"MTR";"1531";"0";"0";"";"17-JUN-25 08.41.13.000000 AM";"0107042";"17-JUN-25 08.41.13.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"008";"JL";"JLA";"JLAOI008";"Jalan Transport Timur OI008";"PJG";"193";"MTR";"193";"0";"0";"";"06-JUL-26 11.20.30.000000 AM";"0107042";"06-JUL-26 11.20.30.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"008";"JL";"JLB";"JLBOI008";"Jalan Koleksi Utara OI008";"PJG";"1748";"MTR";"1688";"60";"0";"";"12-SEP-25 09.56.04.000000 AM";"0107042";"12-SEP-25 09.56.04.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"009";"JL";"JLA";"JLAOI009";"Jalan Transport Timur OI009";"PJG";"286";"MTR";"286";"0";"0";"";"06-JUL-26 11.21.29.000000 AM";"0107042";"06-JUL-26 11.21.29.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"009";"JL";"JLB";"JLBOI009";"Jalan Koleksi Utara OI009";"PJG";"1536";"MTR";"1536";"0";"0";"WOWIF/SA1/202606/020014";"05-JUN-26 09.10.51.000000 AM";"0107042";"05-JUN-26 09.10.51.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"010";"JL";"JLA";"JLAOI010";"Jalan Transport Timur OI010";"PJG";"245";"MTR";"245";"0";"0";"";"06-JUL-26 11.21.58.000000 AM";"0107042";"06-JUL-26 11.21.58.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"010";"JL";"JLB";"JLBOI010";"Jalan Koleksi Utara OI010";"PJG";"1544";"MTR";"1544";"0";"0";"WOWIF/SA1/202607/020117";"01-AUG-26 10.43.25.000000 AM";"0107042";"01-AUG-26 10.43.25.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"011";"JL";"JLA";"JLAOI011";"Jalan Transport Timur OI011";"PJG";"249";"MTR";"249";"0";"0";"";"06-JUL-26 11.23.07.000000 AM";"0107042";"06-JUL-26 11.23.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"011";"JL";"JLB";"JLBOI011";"Jalan Koleksi Utara OI011";"PJG";"1545";"MTR";"1455";"90";"0";"WOWIF/SA1/202605/020015";"12-MAY-26 09.16.16.000000 AM";"0107042";"12-MAY-26 09.16.16.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"012";"JL";"JLA";"JLAOI012";"Jalan Transport Timur OI012";"PJG";"291";"MTR";"291";"0";"0";"";"06-JUL-26 11.23.37.000000 AM";"0107042";"06-JUL-26 11.23.37.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"012";"JL";"JLB";"JLBOI012";"Jalan Koleksi Utara OI012";"PJG";"1546";"MTR";"1546";"0";"0";"";"06-JUN-26 03.01.58.000000 PM";"0107042";"06-JUN-26 03.03.12.000000 PM";"0107042";"-1.9648";"102.496";"";"";"Y"
"SA1";"OI";"013";"JL";"JLA";"JLAOI013";"Jalan Transport Timur OI013";"PJG";"259";"MTR";"259";"0";"0";"";"06-JUL-26 11.24.07.000000 AM";"0107042";"06-JUL-26 11.24.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"013";"JL";"JLB";"JLBOI013";"Jalan Koleksi Utara OI013";"PJG";"1547";"MTR";"1547";"0";"0";"WOWIF/SA1/202607/020118";"01-AUG-26 10.46.18.000000 AM";"0107042";"01-AUG-26 10.46.18.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"014";"JL";"JLA";"JLAOI014";"Jalan Transport Timur OI014";"PJG";"242";"MTR";"242";"0";"0";"";"06-JUL-26 11.24.39.000000 AM";"0107042";"06-JUL-26 11.24.39.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"014";"JL";"JLB";"JLBOI014";"Jalan Koleksi Utara OI014";"PJG";"1547";"MTR";"1437";"110";"0";"";"09-JAN-26 07.59.05.000000 AM";"0107042";"09-JAN-26 07.59.05.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"015";"JL";"JLA";"JLAOI015";"Jalan Transport Timur OI015";"PJG";"229";"MTR";"229";"0";"0";"";"06-JUL-26 11.25.09.000000 AM";"0107042";"06-JUL-26 11.25.09.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"015";"JL";"JLB";"JLBOI015";"Jalan Koleksi Utara OI015";"PJG";"1519";"MTR";"1439";"80";"0";"";"28-JUN-25 10.50.45.000000 AM";"0107042";"28-JUN-25 10.50.45.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"016";"JL";"JLA";"JLAOI016";"Jalan Transport Timur OI016";"PJG";"270";"MTR";"270";"0";"0";"";"06-JUL-26 11.25.39.000000 AM";"0107042";"06-JUL-26 11.25.39.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"016";"JL";"JLB";"JLBOI016";"Jalan Koleksi Utara OI016";"PJG";"1566";"MTR";"1546";"20";"0";"WOWIF/SA1/202607/020044";"15-JUL-26 10.10.26.000000 AM";"0107042";"15-JUL-26 10.11.48.000000 AM";"0107042";"-1.96479";"102.496";"";"";"Y"
"SA1";"OI";"016";"JL";"JLC";"JLCOI016";"Jalan Transport Barat OI016";"PJG";"395";"MTR";"395";"0";"0";"";"06-JUL-26 11.26.16.000000 AM";"0107042";"06-JUL-26 11.26.16.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OI";"016";"JL";"JLD";"JLDOI016";"Jalan Koleksi Selatan OI016";"PJG";"1574";"MTR";"1454";"120";"0";"";"15-JAN-26 10.03.34.000000 AM";"0107042";"15-JAN-26 10.03.34.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ001";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202607/020120";"27-JUL-26 09.06.40.000000 AM";"0107042";"27-JUL-26 09.06.40.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ002";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202607/020121";"27-JUL-26 09.07.09.000000 AM";"0107042";"27-JUL-26 09.07.09.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ003";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202608/020021";"10-AUG-26 08.09.14.000000 AM";"0107042";"10-AUG-26 08.09.14.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ004";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"";"16-APR-25 10.58.15.000000 AM";"upesa";"16-APR-25 10.58.15.000000 AM";"";"";"";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ005";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202606/020068";"25-JUN-26 11.53.29.000000 AM";"0107042";"25-JUN-26 11.53.29.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ006";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202608/020022";"10-AUG-26 08.09.58.000000 AM";"0107042";"10-AUG-26 08.09.58.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ007";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202605/020025";"15-MAY-26 08.26.04.000000 AM";"0107042";"15-MAY-26 08.26.04.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ008";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202601/020080";"21-JAN-26 10.45.43.000000 AM";"0107042";"21-JAN-26 10.45.43.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ009";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202601/020085";"23-JAN-26 10.17.22.000000 AM";"0107042";"23-JAN-26 10.17.22.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ010";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202606/020035";"10-JUN-26 09.44.58.000000 AM";"0107042";"10-JUN-26 09.44.58.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ011";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202606/020036";"10-JUN-26 09.45.49.000000 AM";"0107042";"10-JUN-26 09.45.49.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ012";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202606/020037";"12-JUN-26 11.32.24.000000 AM";"0107042";"12-JUN-26 11.32.24.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ013";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"";"16-APR-25 10.50.17.000000 AM";"upesa";"16-APR-25 10.52.49.000000 AM";"upesa";"";"";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ014";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"940";"60";"0";"";"06-JUL-26 09.07.02.000000 AM";"0107042";"06-JUL-26 09.07.02.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ015";"Jalan Utama Luar SA1";"PJG";"1000";"MTR";"1000";"0";"0";"WOWIF/SA1/202606/020042";"13-JUN-26 11.47.40.000000 AM";"0107042";"13-JUN-26 11.47.40.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ016";"Jalan Utama Luar SA1";"PJG";"4600";"MTR";"4600";"0";"0";"WOWIF/SA1/202607/020122";"28-JUL-26 06.52.39.000000 AM";"0107042";"28-JUL-26 06.52.39.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ017";"Jalan Utama Luar SA1";"PJG";"5500";"MTR";"5500";"0";"0";"WOWIF/SA1/202608/020024";"10-AUG-26 08.11.09.000000 AM";"0107042";"10-AUG-26 08.11.09.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ018";"Jalan Utama Luar SA1";"PJG";"5500";"MTR";"5410";"90";"0";"";"07-APR-26 11.31.27.000000 AM";"0107042";"07-APR-26 11.31.27.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ019";"Jalan Utama Luar SA1";"PJG";"8000";"MTR";"8000";"0";"0";"";"16-AUG-24 09.51.07.000000 AM";"0107042";"16-AUG-24 09.51.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"ZZ";"ZZZ";"JL";"JLE";"JLEZZ020";"Jalan Utama Luar SA1";"PJG";"18000";"MTR";"18000";"0";"0";"WOWIF/SA1/202603/020036";"14-MAR-26 10.37.40.000000 AM";"0107042";"14-MAR-26 10.37.40.000000 AM";"0107042";"0";"0";"";"";"Y"
